pass,members,image_id,present,seeded,stratum,driver,exhaustive
Outdoor Objects,bird|kite|boat|dog,2392807,0,0,random,bus,yes
Outdoor Objects,bird|kite|boat|dog,2393325,0,0,random,cup,yes
Outdoor Objects,bird|kite|boat|dog,2393671,0,0,boundary,dog,yes
Outdoor Objects,bird|kite|boat|dog,2393732,0,0,boundary,stop sign,no
Outdoor Objects,bird|kite|boat|dog,2393864,0,0,boundary,fire hydrant,yes
Outdoor Objects,bird|kite|boat|dog,2393952,0,0,boundary,sink,no
Outdoor Objects,bird|kite|boat|dog,2394130,0,0,boundary,kite,yes
Outdoor Objects,bird|kite|boat|dog,2394898,1,0,boundary,dog,no
Outdoor Objects,bird|kite|boat|dog,2395379,0,0,random,sink,no
Outdoor Objects,bird|kite|boat|dog,2395745,0,0,boundary,kite,no
Outdoor Objects,bird|kite|boat|dog,2396098,0,0,random,bench,yes
Outdoor Objects,bird|kite|boat|dog,2398287,0,0,boundary,bowl,yes
Outdoor Objects,bird|kite|boat|dog,2398807,0,0,boundary,stop sign,no
Outdoor Objects,bird|kite|boat|dog,2398852,0,0,random,knife,no
Outdoor Objects,bird|kite|boat|dog,2399091,0,0,boundary,sink,no
Outdoor Objects,bird|kite|boat|dog,2399434,0,0,random,bowl,no
Outdoor Objects,bird|kite|boat|dog,2399496,0,0,random,kite,no
Outdoor Objects,bird|kite|boat|dog,2399554,0,0,boundary,sink,no
Outdoor Objects,bird|kite|boat|dog,2400101,0,0,boundary,kite,no
Outdoor Objects,bird|kite|boat|dog,2400821,0,0,boundary,sink,yes
Outdoor Objects,bird|kite|boat|dog,2402404,0,0,random,umbrella,no
Outdoor Objects,bird|kite|boat|dog,2402410,0,0,boundary,stop sign,no
Outdoor Objects,bird|kite|boat|dog,2403285,0,0,random,kite,yes
Outdoor Objects,bird|kite|boat|dog,2404693,0,0,boundary,kite,no
Outdoor Objects,bird|kite|boat|dog,2406950,0,0,random,bowl,no
Outdoor Objects,bird|kite|boat|dog,2407502,0,0,boundary,spoon,yes
Outdoor Objects,bird|kite|boat|dog,2407548,0,0,boundary,bus,no
Outdoor Objects,bird|kite|boat|dog,2407927,0,0,boundary,bowl,no
Outdoor Objects,bird|kite|boat|dog,2408671,0,0,random,bowl,yes
Outdoor Objects,bird|kite|boat|dog,2409231,0,0,random,bowl,no
Outdoor Objects,bird|kite|boat|dog,2410026,0,0,random,kite,no
Outdoor Objects,bird|kite|boat|dog,2410237,0,0,random,fork,yes
Outdoor Objects,bird|kite|boat|dog,2410471,0,0,random,bird,no
Outdoor Objects,bird|kite|boat|dog,2410628,0,0,boundary,dog,no
Outdoor Objects,bird|kite|boat|dog,2411277,0,0,random,bowl,no
Outdoor Objects,bird|kite|boat|dog,2411445,0,0,random,bicycle,no
Outdoor Objects,bird|kite|boat|dog,2411912,0,0,boundary,stop sign,yes
Outdoor Objects,bird|kite|boat|dog,2413072,0,0,boundary,stop sign,no
Outdoor Objects,bird|kite|boat|dog,2413407,0,0,random,spoon,no
Outdoor Objects,bird|kite|boat|dog,2413495,0,0,boundary,stop sign,yes
Outdoor Objects,bird|kite|boat|dog,2415129,0,0,random,kite,yes
Outdoor Objects,bird|kite|boat|dog,2415598,0,0,boundary,sink,no
Outdoor Objects,bird|kite|boat|dog,2416176,0,0,random,bus,no
Outdoor Objects,bird|kite|boat|dog,2416246,0,0,boundary,stop sign,yes
Outdoor Objects,bird|kite|boat|dog,2416293,0,0,random,kite,yes
Outdoor Objects,bird|kite|boat|dog,2416508,0,0,random,bird,no
Outdoor Objects,bird|kite|boat|dog,2416700,0,0,boundary,cell phone,yes
Outdoor Objects,bird|kite|boat|dog,2417271,0,0,boundary,cell phone,yes
Outdoor Objects,bird|kite|boat|dog,2417678,1,0,boundary,kite,no
Outdoor Objects,bird|kite|boat|dog,2417852,1,0,boundary,boat,no
Stop Sign,stop sign,655,0,0,random,boat,no
Stop Sign,stop sign,1490,0,0,random,bench,no
Stop Sign,stop sign,1556,0,0,random,car,no
Stop Sign,stop sign,1986,0,0,boundary,cell phone,no
Stop Sign,stop sign,2360,0,0,boundary,stop sign,no
Stop Sign,stop sign,3561,0,0,boundary,chair,no
Stop Sign,stop sign,3801,0,0,random,bench,no
Stop Sign,stop sign,4185,0,0,boundary,stop sign,no
Stop Sign,stop sign,4214,0,0,random,fork,no
Stop Sign,stop sign,61589,0,0,random,kite,no
Stop Sign,stop sign,497980,0,0,random,bench,no
Stop Sign,stop sign,498270,0,0,boundary,boat,no
Stop Sign,stop sign,1159420,0,0,boundary,truck,yes
Stop Sign,stop sign,1159799,0,0,random,bowl,no
Stop Sign,stop sign,1592013,0,0,boundary,bench,yes
Stop Sign,stop sign,1592557,0,0,random,fork,no
Stop Sign,stop sign,1593184,0,0,random,dog,yes
Stop Sign,stop sign,2315792,0,0,boundary,bench,yes
Stop Sign,stop sign,2315796,0,0,random,car,no
Stop Sign,stop sign,2316043,0,0,random,car,yes
Stop Sign,stop sign,2316125,0,0,boundary,kite,no
Stop Sign,stop sign,2316533,0,0,random,kite,yes
Stop Sign,stop sign,2318153,0,0,random,fork,yes
Stop Sign,stop sign,2320159,0,0,random,spoon,yes
Stop Sign,stop sign,2320550,0,0,random,bench,yes
Stop Sign,stop sign,2321487,0,0,random,bird,yes
Stop Sign,stop sign,2322248,0,0,boundary,kite,yes
Stop Sign,stop sign,2322535,0,0,boundary,kite,yes
Stop Sign,stop sign,2322849,0,0,boundary,backpack,no
Stop Sign,stop sign,2323085,0,0,random,kite,yes
Stop Sign,stop sign,2323658,0,0,boundary,dog,no
Stop Sign,stop sign,2323842,0,0,boundary,kite,no
Stop Sign,stop sign,2325332,0,0,boundary,truck,yes
Stop Sign,stop sign,2325379,0,0,boundary,kite,no
Stop Sign,stop sign,2325700,0,0,boundary,kite,yes
Stop Sign,stop sign,2326762,0,0,boundary,sink,no
Stop Sign,stop sign,2327098,0,0,boundary,sink,no
Stop Sign,stop sign,2327398,0,0,boundary,kite,yes
Stop Sign,stop sign,2327535,0,0,random,cup,no
Stop Sign,stop sign,2328476,0,0,random,bench,no
Stop Sign,stop sign,2329296,0,0,boundary,stop sign,yes
Stop Sign,stop sign,2329538,0,0,random,bench,no
Stop Sign,stop sign,2330568,0,0,boundary,bus,yes
Stop Sign,stop sign,2331220,0,0,boundary,kite,no
Stop Sign,stop sign,2332648,0,0,random,sink,no
Stop Sign,stop sign,2333001,0,0,boundary,kite,yes
Stop Sign,stop sign,2334397,0,0,random,bowl,no
Stop Sign,stop sign,2334729,0,0,random,bus,no
Stop Sign,stop sign,2334823,0,0,random,kite,yes
Stop Sign,stop sign,2334934,0,0,boundary,kite,yes
Stop Sign,stop sign,2335019,0,0,random,bench,no
Stop Sign,stop sign,2336335,0,0,random,car,no
Stop Sign,stop sign,2336569,0,0,boundary,stop sign,yes
Stop Sign,stop sign,2336745,0,0,boundary,bus,no
Stop Sign,stop sign,2338255,0,0,boundary,bench,yes
Stop Sign,stop sign,2338452,0,0,random,bird,yes
Stop Sign,stop sign,2339643,0,0,boundary,kite,yes
Stop Sign,stop sign,2340056,0,0,random,knife,yes
Stop Sign,stop sign,2340667,0,0,random,bicycle,no
Stop Sign,stop sign,2341076,0,0,random,bowl,yes
Stop Sign,stop sign,2341258,0,0,random,bench,no
Stop Sign,stop sign,2342757,0,0,random,car,no
Stop Sign,stop sign,2343133,0,0,random,bench,no
Stop Sign,stop sign,2343839,1,0,boundary,stop sign,yes
Stop Sign,stop sign,2346019,0,0,boundary,stop sign,yes
Stop Sign,stop sign,2346929,0,0,boundary,bus,no
Stop Sign,stop sign,2348108,0,0,boundary,stop sign,no
Stop Sign,stop sign,2350334,0,0,boundary,knife,yes
Stop Sign,stop sign,2350610,0,0,boundary,kite,yes
Stop Sign,stop sign,2352095,0,0,random,bus,yes
Stop Sign,stop sign,2352709,0,0,boundary,kite,no
Stop Sign,stop sign,2352911,0,0,random,bowl,no
Stop Sign,stop sign,2353402,0,0,random,bus,no
Stop Sign,stop sign,2353986,0,0,boundary,kite,no
Stop Sign,stop sign,2354790,0,0,boundary,bus,yes
Stop Sign,stop sign,2355650,0,0,boundary,stop sign,no
Stop Sign,stop sign,2355890,0,0,boundary,stop sign,yes
Stop Sign,stop sign,2357470,0,0,random,dog,yes
Stop Sign,stop sign,2357898,0,0,random,bench,no
Stop Sign,stop sign,2358000,0,0,boundary,cell phone,yes
Stop Sign,stop sign,2358239,0,0,random,bird,yes
Stop Sign,stop sign,2358316,0,0,boundary,sink,yes
Stop Sign,stop sign,2358419,0,0,random,bus,no
Stop Sign,stop sign,2359994,0,0,random,bus,no
Stop Sign,stop sign,2360117,0,0,boundary,kite,yes
Stop Sign,stop sign,2360975,0,0,boundary,kite,yes
Stop Sign,stop sign,2361029,0,0,boundary,cell phone,no
Stop Sign,stop sign,2361524,0,0,random,boat,yes
Stop Sign,stop sign,2362065,0,0,boundary,sink,yes
Stop Sign,stop sign,2362762,0,0,boundary,vase,yes
Stop Sign,stop sign,2363160,0,0,random,bird,yes
Stop Sign,stop sign,2363995,0,0,boundary,sink,no
Stop Sign,stop sign,2364216,0,0,random,bus,yes
Stop Sign,stop sign,2364952,0,0,random,bird,yes
Stop Sign,stop sign,2365421,0,0,boundary,cell phone,yes
Stop Sign,stop sign,2366442,0,0,random,bowl,yes
Stop Sign,stop sign,2367117,0,0,boundary,kite,no
Stop Sign,stop sign,2367901,0,0,boundary,stop sign,no
Stop Sign,stop sign,2368073,0,0,boundary,stop sign,no
Stop Sign,stop sign,2368814,0,0,random,bird,no
Stop Sign,stop sign,2368984,0,0,random,bus,no
Stop Sign,stop sign,2369018,0,0,boundary,kite,no
Stop Sign,stop sign,2370144,0,0,random,bowl,no
Stop Sign,stop sign,2370271,0,0,random,bird,yes
Stop Sign,stop sign,2370802,0,0,random,stop sign,yes
Stop Sign,stop sign,2372204,0,0,random,bowl,no
Stop Sign,stop sign,2372245,0,0,random,stop sign,no
Stop Sign,stop sign,2372457,0,0,boundary,spoon,no
Stop Sign,stop sign,2373243,0,0,random,bird,no
Stop Sign,stop sign,2374137,0,0,random,dog,no
Stop Sign,stop sign,2374487,0,0,boundary,stop sign,yes
Stop Sign,stop sign,2375949,0,0,random,cup,no
Stop Sign,stop sign,2376171,0,0,random,bicycle,no
Stop Sign,stop sign,2376806,0,0,boundary,stop sign,yes
Stop Sign,stop sign,2379036,0,0,random,kite,no
Stop Sign,stop sign,2379050,0,0,boundary,dog,yes
Stop Sign,stop sign,2379075,0,0,boundary,dog,no
Stop Sign,stop sign,2379254,0,0,random,dog,yes
Stop Sign,stop sign,2379377,0,0,random,bird,no
Stop Sign,stop sign,2379431,0,0,random,bus,yes
Stop Sign,stop sign,2380089,0,0,boundary,kite,yes
Stop Sign,stop sign,2380376,0,0,random,car,no
Stop Sign,stop sign,2380685,0,0,boundary,sink,no
Stop Sign,stop sign,2381000,0,0,random,cup,yes
Stop Sign,stop sign,2382264,0,0,random,dog,no
Stop Sign,stop sign,2382828,0,0,random,dog,yes
Stop Sign,stop sign,2383506,0,0,boundary,sink,yes
Stop Sign,stop sign,2383707,0,0,boundary,kite,no
Stop Sign,stop sign,2384185,0,0,random,backpack,no
Stop Sign,stop sign,2384924,0,0,boundary,truck,yes
Stop Sign,stop sign,2385477,0,0,random,kite,no
Stop Sign,stop sign,2385504,0,0,boundary,kite,yes
Stop Sign,stop sign,2386347,0,0,random,bowl,yes
Stop Sign,stop sign,2386624,0,0,random,dog,yes
Stop Sign,stop sign,2386652,0,0,random,bird,yes
Stop Sign,stop sign,2387068,0,0,boundary,kite,no
Stop Sign,stop sign,2387690,0,0,random,bus,yes
Stop Sign,stop sign,2388314,0,0,boundary,bench,yes
Stop Sign,stop sign,2388486,0,0,random,bowl,yes
Stop Sign,stop sign,2389518,0,0,random,boat,no
Stop Sign,stop sign,2391377,0,0,boundary,kite,no
Stop Sign,stop sign,2391765,0,0,boundary,chair,yes
Stop Sign,stop sign,2392094,0,0,random,truck,yes
Stop Sign,stop sign,2392128,0,0,boundary,stop sign,yes
Stop Sign,stop sign,2392264,0,0,boundary,stop sign,no
Stop Sign,stop sign,2392277,0,0,random,bowl,no
Stop Sign,stop sign,2392337,0,0,boundary,sink,yes
Stop Sign,stop sign,2392420,0,0,boundary,vase,yes
Stop Sign,stop sign,2392480,0,0,random,bowl,no
Stop Sign,stop sign,2392734,0,0,random,kite,yes
Stop Sign,stop sign,2392807,0,0,random,bus,yes
Stop Sign,stop sign,2393325,0,0,random,cup,yes
Stop Sign,stop sign,2393671,0,0,boundary,dog,yes
Stop Sign,stop sign,2393732,0,0,boundary,stop sign,no
Stop Sign,stop sign,2393864,0,0,boundary,fire hydrant,yes
Stop Sign,stop sign,2393952,0,0,boundary,sink,no
Stop Sign,stop sign,2394130,0,0,boundary,kite,yes
Stop Sign,stop sign,2394898,0,0,boundary,dog,no
Stop Sign,stop sign,2395379,0,0,random,sink,no
Stop Sign,stop sign,2395745,0,0,boundary,kite,no
Stop Sign,stop sign,2396098,0,0,random,bench,yes
Stop Sign,stop sign,2398287,0,0,boundary,bowl,yes
Stop Sign,stop sign,2398807,0,0,boundary,stop sign,no
Stop Sign,stop sign,2398852,0,0,random,knife,no
Stop Sign,stop sign,2399091,0,0,boundary,sink,no
Stop Sign,stop sign,2399434,0,0,random,bowl,no
Stop Sign,stop sign,2399496,0,0,random,kite,no
Stop Sign,stop sign,2399554,0,0,boundary,sink,no
Stop Sign,stop sign,2400101,0,0,boundary,kite,no
Stop Sign,stop sign,2400821,0,0,boundary,sink,yes
Stop Sign,stop sign,2402404,0,0,random,umbrella,no
Stop Sign,stop sign,2402410,0,0,boundary,stop sign,no
Stop Sign,stop sign,2403285,0,0,random,kite,yes
Stop Sign,stop sign,2404693,0,0,boundary,kite,no
Stop Sign,stop sign,2406950,0,0,random,bowl,no
Stop Sign,stop sign,2407502,0,0,boundary,spoon,yes
Stop Sign,stop sign,2407548,0,0,boundary,bus,no
Stop Sign,stop sign,2407927,0,0,boundary,bowl,no
Stop Sign,stop sign,2408671,0,0,random,bowl,yes
Stop Sign,stop sign,2409231,0,0,random,bowl,no
Stop Sign,stop sign,2410026,0,0,random,kite,no
Stop Sign,stop sign,2410237,0,0,random,fork,yes
Stop Sign,stop sign,2410471,0,0,random,bird,no
Stop Sign,stop sign,2410628,0,0,boundary,dog,no
Stop Sign,stop sign,2411277,0,0,random,bowl,no
Stop Sign,stop sign,2411445,0,0,random,bicycle,no
Stop Sign,stop sign,2411912,0,0,boundary,stop sign,yes
Stop Sign,stop sign,2413072,0,0,boundary,stop sign,no
Stop Sign,stop sign,2413407,0,0,random,spoon,no
Stop Sign,stop sign,2413495,0,0,boundary,stop sign,yes
Stop Sign,stop sign,2415129,0,0,random,kite,yes
Stop Sign,stop sign,2415598,0,0,boundary,sink,no
Stop Sign,stop sign,2416176,0,0,random,bus,no
Stop Sign,stop sign,2416246,0,0,boundary,stop sign,yes
Stop Sign,stop sign,2416293,0,0,random,kite,yes
Stop Sign,stop sign,2416508,0,0,random,bird,no
Stop Sign,stop sign,2416700,0,0,boundary,cell phone,yes
Stop Sign,stop sign,2417271,0,0,boundary,cell phone,yes
Stop Sign,stop sign,2417678,0,0,boundary,kite,no
Stop Sign,stop sign,2417852,0,0,boundary,boat,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,655,0,0,random,boat,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,1490,0,0,random,bench,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,1556,0,0,random,car,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,1986,0,0,boundary,cell phone,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2360,0,0,boundary,stop sign,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,3561,0,0,boundary,chair,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,3801,0,0,random,bench,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,4185,0,0,boundary,stop sign,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,4214,0,0,random,fork,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,61589,0,0,random,kite,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,497980,0,0,random,bench,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,498270,0,0,boundary,boat,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,1159420,0,0,boundary,truck,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,1159799,0,0,random,bowl,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,1592013,1,1,boundary,bench,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,1592557,0,0,random,fork,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,1593184,1,0,random,dog,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2315792,1,0,boundary,bench,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2315796,0,0,random,car,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2316043,0,0,random,car,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2316125,0,0,boundary,kite,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2316533,0,0,random,kite,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2318153,0,0,random,fork,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2320159,1,0,random,spoon,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2320550,0,0,random,bench,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2321487,0,0,random,bird,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2322248,0,0,boundary,kite,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2322535,0,0,boundary,kite,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2322849,0,0,boundary,backpack,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2323085,0,0,random,kite,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2323658,0,0,boundary,dog,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2323842,0,0,boundary,kite,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2325332,0,0,boundary,truck,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2325379,0,0,boundary,kite,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2325700,0,0,boundary,kite,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2326762,0,0,boundary,sink,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2327098,0,0,boundary,sink,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2327398,0,0,boundary,kite,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2327535,0,0,random,cup,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2328476,0,0,random,bench,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2329296,0,0,boundary,stop sign,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2329538,0,0,random,bench,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2330568,0,0,boundary,bus,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2331220,0,0,boundary,kite,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2332648,0,0,random,sink,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2333001,0,0,boundary,kite,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2334397,0,0,random,bowl,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2334729,0,0,random,bus,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2334823,0,0,random,kite,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2334934,0,0,boundary,kite,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2335019,0,0,random,bench,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2336335,0,0,random,car,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2336569,0,0,boundary,stop sign,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2336745,0,0,boundary,bus,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2338255,0,0,boundary,bench,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2338452,0,0,random,bird,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2339643,0,0,boundary,kite,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2340056,0,0,random,knife,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2340667,0,0,random,bicycle,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2341076,0,0,random,bowl,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2341258,0,0,random,bench,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2342757,0,0,random,car,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2343133,0,0,random,bench,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2343839,0,0,boundary,stop sign,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2346019,0,0,boundary,stop sign,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2346929,0,0,boundary,bus,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2348108,0,0,boundary,stop sign,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2350334,0,0,boundary,knife,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2350610,0,0,boundary,kite,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2352095,0,0,random,bus,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2352709,0,0,boundary,kite,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2352911,0,0,random,bowl,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2353402,0,0,random,bus,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2353986,0,0,boundary,kite,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2354790,0,0,boundary,bus,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2355650,0,0,boundary,stop sign,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2355890,0,0,boundary,stop sign,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2357470,0,0,random,dog,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2357898,0,0,random,bench,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2358000,0,0,boundary,cell phone,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2358239,0,0,random,bird,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2358316,0,0,boundary,sink,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2358419,0,0,random,bus,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2359994,0,0,random,bus,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2360117,0,0,boundary,kite,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2360975,0,0,boundary,kite,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2361029,0,0,boundary,cell phone,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2361524,0,0,random,boat,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2362065,1,1,boundary,sink,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2362762,1,1,boundary,vase,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2363160,0,0,random,bird,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2363995,0,0,boundary,sink,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2364216,0,0,random,bus,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2364952,0,0,random,bird,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2365421,0,0,boundary,cell phone,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2366442,0,0,random,bowl,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2367117,0,0,boundary,kite,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2367901,0,0,boundary,stop sign,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2368073,0,0,boundary,stop sign,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2368814,0,0,random,bird,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2368984,0,0,random,bus,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2369018,0,0,boundary,kite,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2370144,0,0,random,bowl,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2370271,0,0,random,bird,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2370802,0,0,random,stop sign,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2372204,0,0,random,bowl,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2372245,0,0,random,stop sign,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2372457,0,0,boundary,spoon,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2373243,0,0,random,bird,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2374137,0,0,random,dog,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2374487,0,0,boundary,stop sign,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2375949,0,0,random,cup,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2376171,0,0,random,bicycle,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2376806,0,0,boundary,stop sign,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2379036,0,0,random,kite,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2379050,0,0,boundary,dog,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2379075,0,0,boundary,dog,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2379254,0,0,random,dog,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2379377,0,0,random,bird,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2379431,0,0,random,bus,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2380089,0,0,boundary,kite,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2380376,0,0,random,car,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2380685,0,0,boundary,sink,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2381000,0,0,random,cup,yes
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2382264,0,0,random,dog,no
Table Objects,bowl|cup|bottle|vase|fork|spoon|sink|knife,2382828,0,0,random,dog,yes
